read_name,true_start,aligned_start,abs_pos_error,mapq,error_rate,is_coding,region,tool
read_418_start47764171_len10000,47764171,47764177,6,60,0.0508,False,noncoding,ngmlr
read_419_start38613542_len10000,38613542,38613544,2,60,0.0493,False,noncoding,ngmlr
read_420_start17430647_len10000,17430647,17430648,1,60,0.0489,False,noncoding,ngmlr
read_421_start14961507_len10000,14961507,14961508,1,5,0.0474,False,noncoding,ngmlr
read_423_start37583737_len10000,37583737,37583745,8,60,0.0497,False,noncoding,ngmlr
read_424_start28256942_len10000,28256942,28256945,3,60,0.0537,False,noncoding,ngmlr
read_426_start35529288_len10000,35529288,35529297,9,60,0.0553,False,noncoding,ngmlr
read_428_start33979242_len10000,33979242,33979249,7,60,0.0525,False,noncoding,ngmlr
read_429_start25479484_len10000,25479484,25479489,5,60,0.0508,False,noncoding,ngmlr
read_431_start38329277_len10000,38329277,38329281,4,60,0.0507,False,noncoding,ngmlr
read_433_start46918911_len10000,46918911,46918913,2,60,0.056,False,noncoding,ngmlr
read_434_start37477052_len10000,37477052,37477057,5,60,0.0507,False,noncoding,ngmlr
read_435_start14467808_len10000,14467808,14467809,1,7,0.054,False,noncoding,ngmlr
read_436_start20057026_len10000,20057026,20057027,1,60,0.0506,False,noncoding,ngmlr
read_437_start47877923_len10000,47877923,47877924,1,60,0.0487,False,noncoding,ngmlr
read_439_start38353680_len10000,38353680,38353681,1,50,0.0512,False,noncoding,ngmlr
read_440_start38666424_len10000,38666424,38666433,9,60,0.0499,False,noncoding,ngmlr
read_442_start41740075_len10000,41740075,41740081,6,60,0.0517,False,noncoding,ngmlr
read_443_start42286734_len10000,42286734,42286737,3,60,0.047,False,noncoding,ngmlr
read_444_start42548269_len10000,42548269,42548273,4,37,0.0491,False,noncoding,ngmlr
read_445_start25878047_len10000,25878047,25878049,2,60,0.0505,False,noncoding,ngmlr
read_446_start46198773_len10000,46198773,46198774,1,60,0.047,False,noncoding,ngmlr
read_447_start17156597_len10000,17156597,17156598,1,60,0.0503,False,noncoding,ngmlr
read_448_start40000113_len10000,40000113,40000114,1,60,0.0505,True,coding,ngmlr
read_449_start22282568_len10000,22282568,22282577,9,45,0.0467,False,noncoding,ngmlr
read_450_start31580199_len10000,31580199,31580201,2,60,0.0469,False,noncoding,ngmlr
read_451_start48480322_len10000,48480322,48480323,1,59,0.0513,False,noncoding,ngmlr
read_452_start49380433_len10000,49380433,49380434,1,46,0.0513,False,noncoding,ngmlr
read_453_start34969194_len10000,34969194,34969201,7,60,0.0499,False,noncoding,ngmlr
read_454_start19724484_len10000,19724484,19724485,1,60,0.051,False,noncoding,ngmlr
read_455_start26936148_len10000,26936148,26936149,1,57,0.0538,False,noncoding,ngmlr
read_456_start30645479_len10000,30645479,30645480,1,60,0.0535,False,noncoding,ngmlr
read_457_start17178695_len10000,17178695,17178696,1,60,0.0502,False,noncoding,ngmlr
read_458_start31277272_len10000,31277272,31277281,9,60,0.0477,False,noncoding,ngmlr
read_460_start49568806_len10000,49568806,49568807,1,60,0.0506,False,noncoding,ngmlr
read_461_start40283689_len10000,40283689,40283697,8,60,0.0493,False,noncoding,ngmlr
read_462_start34047905_len10000,34047905,34047906,1,60,0.0528,False,noncoding,ngmlr
read_463_start23422419_len10000,23422419,23422420,1,59,0.0499,False,noncoding,ngmlr
read_464_start47710144_len10000,47710144,47710148,4,60,0.0504,False,noncoding,ngmlr
read_467_start31973260_len10000,31973260,31973272,12,60,0.0491,False,noncoding,ngmlr
read_468_start36617943_len10000,36617943,36617944,1,60,0.046,False,noncoding,ngmlr
read_469_start43604825_len10000,43604825,43604836,11,60,0.0502,False,noncoding,ngmlr
read_470_start49333820_len10000,49333820,49333825,5,60,0.0508,False,noncoding,ngmlr
read_471_start23280292_len10000,23280292,23280293,1,60,0.0515,False,noncoding,ngmlr
read_472_start21271813_len10000,21271813,21271814,1,7,0.0498,False,noncoding,ngmlr
read_473_start15175489_len10000,15175489,15175490,1,57,0.0507,False,noncoding,ngmlr
read_475_start44828865_len10000,44828865,44828866,1,60,0.046,False,noncoding,ngmlr
read_477_start49569922_len10000,49569922,49569923,1,60,0.0484,False,noncoding,ngmlr
read_478_start44050676_len10000,44050676,44050677,1,60,0.0466,False,noncoding,ngmlr
read_479_start15511944_len10000,15511944,15511953,9,46,0.0484,False,noncoding,ngmlr
read_480_start15190998_len10000,15190998,15191000,2,60,0.0483,False,noncoding,ngmlr
read_481_start26721012_len10000,26721012,26721013,1,60,0.0493,False,noncoding,ngmlr
read_482_start29802081_len10000,29802081,29802083,2,60,0.0466,False,noncoding,ngmlr
read_484_start19514396_len10000,19514396,19514401,5,60,0.0501,False,noncoding,ngmlr
read_485_start26087465_len10000,26087465,26087473,8,60,0.0554,False,noncoding,ngmlr
read_486_start35648132_len10000,35648132,35648133,1,57,0.0506,False,noncoding,ngmlr
read_487_start17122770_len10000,17122770,17122771,1,60,0.0538,False,noncoding,ngmlr
read_488_start35953734_len10000,35953734,35953735,1,60,0.0495,False,noncoding,ngmlr
read_489_start43750472_len10000,43750472,43750483,11,60,0.0488,False,noncoding,ngmlr
read_490_start36615327_len10000,36615327,36615329,2,60,0.0444,False,noncoding,ngmlr
read_491_start19315494_len10000,19315494,19315495,1,60,0.0548,False,noncoding,ngmlr
read_492_start48743921_len10000,48743921,48743922,1,60,0.0498,False,noncoding,ngmlr
read_493_start33379566_len10000,33379566,33379569,3,60,0.0516,False,noncoding,ngmlr
read_494_start19428814_len10000,19428814,19428817,3,60,0.0476,False,noncoding,ngmlr
read_495_start40519793_len10000,40519793,40519794,1,60,0.0523,False,noncoding,ngmlr
read_497_start29291949_len10000,29291949,29291953,4,60,0.0461,False,noncoding,ngmlr
read_498_start30414182_len10000,30414182,30414183,1,60,0.0523,False,noncoding,ngmlr
read_499_start37400130_len10000,37400130,37400131,1,60,0.0521,False,noncoding,ngmlr
read_502_start24018811_len10000,24018811,24018817,6,60,0.0476,False,noncoding,ngmlr
read_504_start22196520_len10000,22196520,22196529,9,60,0.0481,False,noncoding,ngmlr
read_505_start21721184_len10000,21721184,21721185,1,60,0.0535,False,noncoding,ngmlr
read_506_start30236737_len10000,30236737,30236738,1,60,0.0506,False,noncoding,ngmlr
read_507_start46954859_len10000,46954859,46954865,6,60,0.049,False,noncoding,ngmlr
read_508_start31552724_len10000,31552724,31552725,1,60,0.0458,False,noncoding,ngmlr
read_509_start46267097_len10000,46267097,46267105,8,60,0.05,False,noncoding,ngmlr
read_510_start19936302_len10000,19936302,19936307,5,60,0.0523,False,noncoding,ngmlr
read_511_start17057337_len10000,17057337,17057348,11,60,0.0512,False,noncoding,ngmlr
read_513_start14144099_len10000,14144099,14144100,1,10,0.0514,False,noncoding,ngmlr
read_514_start41437350_len10000,41437350,41437351,1,60,0.0512,False,noncoding,ngmlr
read_516_start40973427_len10000,40973427,40973428,1,60,0.0498,False,noncoding,ngmlr
read_518_start34891026_len10000,34891026,34891027,1,60,0.0491,False,noncoding,ngmlr
read_519_start12708916_len10000,12708916,12708917,1,15,0.0509,False,noncoding,ngmlr
read_520_start44139120_len10000,44139120,44139121,1,60,0.049,False,noncoding,ngmlr
read_521_start28712286_len10000,28712286,28712293,7,60,0.0523,False,noncoding,ngmlr
read_524_start43224211_len10000,43224211,43224212,1,60,0.0478,False,noncoding,ngmlr
read_525_start42942041_len10000,42942041,42942049,8,60,0.0454,False,noncoding,ngmlr
read_526_start25209242_len10000,25209242,25209251,9,60,0.0511,False,noncoding,ngmlr
read_527_start16685737_len10000,16685737,16685745,8,60,0.0488,False,noncoding,ngmlr
read_529_start16657701_len10000,16657701,16657702,1,58,0.052,False,noncoding,ngmlr
read_531_start38737789_len10000,38737789,38737793,4,60,0.0478,False,noncoding,ngmlr
read_532_start44654931_len10000,44654931,44654932,1,60,0.0475,False,noncoding,ngmlr
read_533_start33915392_len10000,33915392,33915393,1,60,0.048,False,noncoding,ngmlr
read_534_start29312614_len10000,29312614,29312615,1,60,0.0484,False,noncoding,ngmlr
read_535_start20205473_len10000,20205473,20205476,3,60,0.0529,False,noncoding,ngmlr
read_536_start23111625_len10000,23111625,23111633,8,60,0.049,False,noncoding,ngmlr
read_537_start17258441_len10000,17258441,17258449,8,60,0.0501,False,noncoding,ngmlr
read_539_start49445699_len10000,49445699,49445700,1,60,0.0453,False,noncoding,ngmlr
read_540_start50602324_len10000,50602324,50602328,4,60,0.0503,False,noncoding,ngmlr
read_541_start37678463_len10000,37678463,37678465,2,60,0.0527,False,noncoding,ngmlr
read_542_start16747553_len10000,16747553,16747554,1,60,0.0533,False,noncoding,ngmlr
read_543_start45483565_len10000,45483565,45483569,4,60,0.0557,False,noncoding,ngmlr
read_544_start28230191_len10000,28230191,28230193,2,60,0.0502,False,noncoding,ngmlr
read_545_start15616783_len10000,15616783,15616785,2,58,0.0526,False,noncoding,ngmlr
read_546_start31739879_len10000,31739879,31739880,1,60,0.0476,False,noncoding,ngmlr
read_547_start29993745_len10000,29993745,29993746,1,60,0.0474,False,noncoding,ngmlr
read_548_start37782375_len10000,37782375,37782376,1,60,0.0512,False,noncoding,ngmlr
read_550_start49741890_len10000,49741890,49741891,1,60,0.0491,False,noncoding,ngmlr
read_551_start35542837_len10000,35542837,35542838,1,60,0.0524,False,noncoding,ngmlr
read_552_start32812189_len10000,32812189,32812193,4,60,0.0498,False,noncoding,ngmlr
read_554_start22239378_len10000,22239378,22239379,1,60,0.0477,False,noncoding,ngmlr
read_555_start33258038_len10000,33258038,33258039,1,60,0.0502,False,noncoding,ngmlr
read_558_start16277017_len10000,16277017,16277025,8,60,0.0152,False,noncoding,ngmlr
read_559_start16564545_len10000,16564545,16564546,1,60,0.0518,False,noncoding,ngmlr
read_560_start48440349_len10000,48440349,48440353,4,60,0.0485,False,noncoding,ngmlr
read_561_start25034600_len10000,25034600,25034609,9,60,0.0511,False,noncoding,ngmlr
read_562_start21889483_len10000,21889483,21889489,6,60,0.0498,False,noncoding,ngmlr
read_563_start33378358_len10000,33378358,33378359,1,60,0.0499,False,noncoding,ngmlr
read_564_start30258164_len10000,30258164,30258165,1,60,0.0501,False,noncoding,ngmlr
read_566_start21520466_len10000,21520466,21520467,1,5,0.0477,False,noncoding,ngmlr
read_567_start15693068_len10000,15693068,15693073,5,60,0.0513,False,noncoding,ngmlr
read_568_start27485500_len10000,27485500,27485506,6,60,0.0523,False,noncoding,ngmlr
read_569_start20870921_len10000,20870921,20870930,9,59,0.05,False,noncoding,ngmlr
read_570_start47042127_len10000,47042127,47042129,2,60,0.0469,False,noncoding,ngmlr
read_571_start15006523_len10000,15006523,15012929,6406,5,0.0175,False,noncoding,ngmlr
read_573_start41378517_len10000,41378517,41378518,1,60,0.0509,False,noncoding,ngmlr
read_575_start23441826_len10000,23441826,23441827,1,60,0.0481,False,noncoding,ngmlr
read_576_start25702837_len10000,25702837,25702838,1,60,0.051,False,noncoding,ngmlr
read_577_start15694537_len10000,15694537,15694545,8,60,0.0478,False,noncoding,ngmlr
read_578_start34687845_len10000,34687845,34687846,1,60,0.0485,False,noncoding,ngmlr
read_579_start44834209_len10000,44834209,44834210,1,60,0.0532,False,noncoding,ngmlr
read_580_start31984800_len10000,31984800,31984801,1,60,0.0528,False,noncoding,ngmlr
read_581_start37897861_len10000,37897861,37897862,1,60,0.0509,False,noncoding,ngmlr
read_582_start50049336_len10000,50049336,50049345,9,60,0.0486,False,noncoding,ngmlr
read_583_start27494942_len10000,27494942,27494945,3,60,0.0485,False,noncoding,ngmlr
read_585_start23649945_len10000,23649945,23649953,8,60,0.0501,False,noncoding,ngmlr
read_586_start33118600_len10000,33118600,33118609,9,60,0.0492,False,noncoding,ngmlr
read_588_start38657949_len10000,38657949,38657953,4,60,0.0495,False,noncoding,ngmlr
read_589_start35293368_len10000,35293368,35293377,9,60,0.052,False,noncoding,ngmlr
read_590_start30227896_len10000,30227896,30227905,9,60,0.0527,False,noncoding,ngmlr
read_591_start40768982_len10000,40768982,40768994,12,58,0.0497,False,noncoding,ngmlr
read_592_start24689223_len10000,24689223,24689224,1,60,0.0516,False,noncoding,ngmlr
read_593_start21455405_len10000,21455405,21455412,7,22,0.0507,False,noncoding,ngmlr
read_594_start36435038_len10000,36435038,36435042,4,60,0.0505,False,noncoding,ngmlr
read_595_start31320365_len10000,31320365,31320371,6,60,0.0485,False,noncoding,ngmlr
read_596_start49077060_len10000,49077060,49077061,1,60,0.0474,False,noncoding,ngmlr
read_597_start48091897_len10000,48091897,48091905,8,60,0.0505,False,noncoding,ngmlr
read_598_start12804193_len10000,12804193,12804194,1,51,0.0509,False,noncoding,ngmlr
read_599_start43633436_len10000,43633436,43633441,5,60,0.048,False,noncoding,ngmlr
read_600_start31137117_len10000,31137117,31137121,4,60,0.0525,False,noncoding,ngmlr
read_601_start37064160_len10000,37064160,37064161,1,59,0.0489,False,noncoding,ngmlr
read_602_start41837517_len10000,41837517,41837521,4,60,0.0491,False,noncoding,ngmlr
read_604_start22659796_len10000,22659796,22659797,1,58,0.0495,False,noncoding,ngmlr
read_605_start11930989_len10000,11930989,11930993,4,44,0.0502,False,noncoding,ngmlr
read_606_start20949131_len10000,20949131,20949137,6,60,0.05,False,noncoding,ngmlr
read_607_start40506613_len10000,40506613,40506614,1,60,0.0485,False,noncoding,ngmlr
read_609_start19076019_len10000,19076019,19076020,1,60,0.0489,False,noncoding,ngmlr
read_610_start15846639_len10000,15846639,15846642,3,60,0.05,False,noncoding,ngmlr
read_611_start45153016_len10000,45153016,45153025,9,60,0.0529,False,noncoding,ngmlr
read_612_start44692663_len10000,44692663,44692666,3,60,0.0478,False,noncoding,ngmlr
read_613_start19301433_len10000,19301433,19301441,8,60,0.0485,False,noncoding,ngmlr
read_614_start40060820_len10000,40060820,40060821,1,60,0.0502,False,noncoding,ngmlr
read_615_start24492166_len10000,24492166,24492167,1,60,0.052,False,noncoding,ngmlr
read_616_start18542445_len10000,18542445,18542449,4,6,0.0502,False,noncoding,ngmlr
read_617_start24522546_len10000,24522546,24522549,3,60,0.0473,False,noncoding,ngmlr
read_618_start15475584_len10000,15475584,15475585,1,60,0.0537,False,noncoding,ngmlr
read_619_start33305544_len10000,33305544,33305557,13,60,0.0465,False,noncoding,ngmlr
read_620_start24030768_len10000,24030768,24030769,1,60,0.049,False,noncoding,ngmlr
read_621_start21863339_len10000,21863339,21863345,6,60,0.0483,False,noncoding,ngmlr
read_622_start19295080_len10000,19295080,19295089,9,60,0.0522,False,noncoding,ngmlr
read_623_start28155095_len10000,28155095,28155096,1,60,0.0479,False,noncoding,ngmlr
read_624_start32981720_len10000,32981720,32981732,12,60,0.0501,False,noncoding,ngmlr
read_627_start14617213_len10000,14617213,14617217,4,6,0.0487,False,noncoding,ngmlr
read_628_start36070908_len10000,36070908,36070913,5,60,0.0503,False,noncoding,ngmlr
read_629_start41835411_len10000,41835411,41835412,1,60,0.0512,False,noncoding,ngmlr
read_631_start35553260_len10000,35553260,35553268,8,60,0.0473,False,noncoding,ngmlr
read_632_start38899961_len10000,38899961,38899971,10,60,0.0543,False,noncoding,ngmlr
read_633_start41244355_len10000,41244355,41244362,7,60,0.0484,False,noncoding,ngmlr
read_634_start34862865_len10000,34862865,34862866,1,60,0.0503,False,noncoding,ngmlr
read_635_start38920706_len10000,38920706,38920707,1,60,0.0493,False,noncoding,ngmlr
read_636_start47275568_len10000,47275568,47275575,7,60,0.0524,False,noncoding,ngmlr
read_638_start26053037_len10000,26053037,26053041,4,60,0.0497,False,noncoding,ngmlr
read_639_start15008957_len10000,15008957,15008961,4,5,0.0446,False,noncoding,ngmlr
read_642_start44026554_len10000,44026554,44026561,7,60,0.0476,False,noncoding,ngmlr
read_643_start39872506_len10000,39872506,39872513,7,60,0.0475,False,noncoding,ngmlr
read_644_start41857873_len10000,41857873,41857874,1,60,0.0513,False,noncoding,ngmlr
read_645_start50182938_len10000,50182938,50182945,7,60,0.047,False,noncoding,ngmlr
read_647_start27329256_len10000,27329256,27329267,11,60,0.0483,False,noncoding,ngmlr
read_649_start34987357_len10000,34987357,34987361,4,60,0.0468,False,noncoding,ngmlr
read_650_start44068450_len10000,44068450,44068451,1,60,0.05,False,noncoding,ngmlr
read_651_start34749226_len10000,34749226,34749233,7,58,0.0512,False,noncoding,ngmlr
read_653_start41429461_len10000,41429461,41429464,3,60,0.0541,False,noncoding,ngmlr
read_654_start24278874_len10000,24278874,24278881,7,48,0.0516,False,noncoding,ngmlr
read_655_start28040253_len10000,28040253,28040257,4,60,0.0496,False,noncoding,ngmlr
read_656_start37233560_len10000,37233560,37233569,9,60,0.0507,False,noncoding,ngmlr
read_657_start50072734_len10000,50072734,50072737,3,60,0.0471,False,noncoding,ngmlr
read_658_start37360832_len10000,37360832,37360836,4,60,0.0502,False,noncoding,ngmlr
read_659_start17483729_len10000,17483729,17483730,1,60,0.0483,False,noncoding,ngmlr
read_660_start22246740_len10000,22246740,22246741,1,60,0.0489,False,noncoding,ngmlr
read_661_start23799974_len10000,23799974,23799975,1,60,0.047,False,noncoding,ngmlr
read_662_start40608041_len10000,40608041,40608049,8,60,0.0513,False,noncoding,ngmlr
read_663_start19081400_len10000,19081400,19081411,11,60,0.0511,False,noncoding,ngmlr
read_664_start30892660_len10000,30892660,30892661,1,60,0.0503,False,noncoding,ngmlr
read_665_start13064759_len10000,13064759,13064760,1,16,0.0476,False,noncoding,ngmlr
read_668_start38459469_len10000,38459469,38459473,4,60,0.0473,False,noncoding,ngmlr
read_669_start16039942_len10000,16039942,16039943,1,55,0.0469,False,noncoding,ngmlr
read_672_start17415110_len10000,17415110,17415111,1,60,0.0545,False,noncoding,ngmlr
read_673_start29469216_len10000,29469216,29469217,1,60,0.0509,False,noncoding,ngmlr
read_674_start21444359_len10000,21444359,21444360,1,60,0.0506,False,noncoding,ngmlr
read_675_start37788564_len10000,37788564,37788565,1,60,0.0496,False,noncoding,ngmlr
read_676_start22531868_len10000,22531868,22531873,5,60,0.0484,False,noncoding,ngmlr
read_679_start36382450_len10000,36382450,36382452,2,58,0.0499,False,noncoding,ngmlr
read_680_start16584782_len10000,16584782,16584785,3,60,0.0488,False,noncoding,ngmlr
read_681_start46988768_len10000,46988768,46988769,1,60,0.0488,False,noncoding,ngmlr
read_683_start16130917_len10000,16130917,16130918,1,52,0.0493,False,noncoding,ngmlr
read_684_start16842370_len10000,16842370,16842371,1,60,0.0523,False,noncoding,ngmlr
read_685_start29773744_len10000,29773744,29773745,1,60,0.0517,False,noncoding,ngmlr
read_687_start19949319_len10000,19949319,19949320,1,58,0.051,False,noncoding,ngmlr
read_688_start14208256_len10000,14208256,14208262,6,5,0.0491,False,noncoding,ngmlr
read_689_start18900700_len10000,18900700,18900705,5,56,0.0555,False,noncoding,ngmlr
read_690_start32950162_len10000,32950162,32950163,1,60,0.053,False,noncoding,ngmlr
read_691_start19155196_len10000,19155196,19155201,5,60,0.0482,False,noncoding,ngmlr
read_692_start38095465_len10000,38095465,38095474,9,60,0.0495,False,noncoding,ngmlr
read_694_start45061127_len10000,45061127,45061128,1,60,0.0525,False,noncoding,ngmlr
read_695_start42097998_len10000,42097998,42098001,3,60,0.0496,False,noncoding,ngmlr
read_697_start29854919_len10000,29854919,29854920,1,58,0.0513,False,noncoding,ngmlr
read_698_start35667999_len10000,35667999,35668001,2,60,0.0508,False,noncoding,ngmlr
read_700_start37459161_len10000,37459161,37459172,11,60,0.0462,False,noncoding,ngmlr
read_702_start25087587_len10000,25087587,25087588,1,60,0.0448,False,noncoding,ngmlr
read_703_start27111686_len10000,27111686,27111687,1,60,0.0503,False,noncoding,ngmlr
read_704_start37469735_len10000,37469735,37469736,1,60,0.0503,False,noncoding,ngmlr
read_705_start19765483_len10000,19765483,19765490,7,60,0.0539,False,noncoding,ngmlr
read_706_start13791770_len10000,13791770,13791777,7,5,0.0517,False,noncoding,ngmlr
read_707_start29990124_len10000,29990124,29990129,5,60,0.051,False,noncoding,ngmlr
read_708_start32784434_len10000,32784434,32784435,1,60,0.0496,False,noncoding,ngmlr
read_709_start28406398_len10000,28406398,28406401,3,60,0.047,False,noncoding,ngmlr
read_710_start30679046_len10000,30679046,30679046,0,60,0.0524,False,noncoding,ngmlr
read_712_start44584189_len10000,44584189,44584193,4,60,0.0513,False,noncoding,ngmlr
read_713_start39934648_len10000,39934648,39934657,9,60,0.0474,False,noncoding,ngmlr
read_714_start44730721_len10000,44730721,44730722,1,60,0.0493,False,noncoding,ngmlr
read_715_start11722537_len10000,11722537,11722545,8,17,0.0112,False,noncoding,ngmlr
read_716_start16306293_len10000,16306293,16306294,1,60,0.0441,False,noncoding,ngmlr
read_717_start30834859_len10000,30834859,30834865,6,56,0.0521,False,noncoding,ngmlr
read_718_start45009419_len10000,45009419,45009425,6,60,0.0493,False,noncoding,ngmlr
read_719_start12494233_len10000,12494233,12494241,8,4,0.0485,False,noncoding,ngmlr
read_720_start19071560_len10000,19071560,19071569,9,60,0.0507,False,noncoding,ngmlr
read_721_start43245341_len10000,43245341,43245345,4,60,0.0503,False,noncoding,ngmlr
read_722_start34632499_len10000,34632499,34632500,1,60,0.0492,False,noncoding,ngmlr
read_725_start12083647_len10000,12083647,12083649,2,60,0.0508,False,noncoding,ngmlr
read_726_start44571007_len10000,44571007,44571009,2,60,0.0495,False,noncoding,ngmlr
read_727_start29199365_len10000,29199365,29199366,1,60,0.0495,False,noncoding,ngmlr
read_728_start13298242_len10000,13298242,13298243,1,12,0.0455,False,noncoding,ngmlr
read_729_start36785550_len10000,36785550,36785556,6,60,0.0497,False,noncoding,ngmlr
read_730_start39034542_len10000,39034542,39034545,3,51,0.048,False,noncoding,ngmlr
read_731_start26465360_len10000,26465360,26465361,1,60,0.0432,False,noncoding,ngmlr
read_732_start28608834_len10000,28608834,28608835,1,60,0.0475,False,noncoding,ngmlr
read_733_start16794042_len10000,16794042,16794049,7,60,0.0496,False,noncoding,ngmlr
read_735_start36673670_len10000,36673670,36673671,1,60,0.0469,False,noncoding,ngmlr
read_736_start14159805_len10000,14159805,14159809,4,8,0.0513,False,noncoding,ngmlr
read_738_start42614574_len10000,42614574,42614577,3,59,0.0494,False,noncoding,ngmlr
read_739_start46887301_len10000,46887301,46887302,1,60,0.0483,False,noncoding,ngmlr
read_740_start27979640_len10000,27979640,27979649,9,60,0.051,False,noncoding,ngmlr
read_742_start46638235_len10000,46638235,46638241,6,58,0.05,False,noncoding,ngmlr
read_743_start11567312_len10000,11567312,11567313,1,60,0.0494,False,noncoding,ngmlr
read_744_start16837621_len10000,16837621,16837622,1,60,0.0519,False,noncoding,ngmlr
read_745_start25079205_len10000,25079205,25079206,1,60,0.0503,False,noncoding,ngmlr
read_746_start47854971_len10000,47854971,47854977,6,60,0.0507,False,noncoding,ngmlr
read_747_start40807430_len10000,40807430,40807431,1,60,0.0495,False,noncoding,ngmlr
read_748_start39323317_len10000,39323317,39323318,1,60,0.0526,False,noncoding,ngmlr
read_752_start35181460_len10000,35181460,35181461,1,60,0.0516,False,noncoding,ngmlr
read_753_start11871741_len10000,11871741,11871745,4,60,0.05,False,noncoding,ngmlr
read_756_start50760062_len10000,50760062,50760065,3,60,0.0512,False,noncoding,ngmlr
read_758_start43100333_len10000,43100333,43100342,9,60,0.0495,False,noncoding,ngmlr
read_759_start44124489_len10000,44124489,44124497,8,60,0.0514,False,noncoding,ngmlr
read_760_start22952238_len10000,22952238,22952241,3,60,0.0463,False,noncoding,ngmlr
read_761_start24512033_len10000,24512033,24512034,1,60,0.0496,False,noncoding,ngmlr
read_762_start26000048_len10000,26000048,26000054,6,60,0.0511,False,noncoding,ngmlr
read_763_start16912235_len10000,16912235,16912241,6,60,0.0478,False,noncoding,ngmlr
read_764_start32263152_len10000,32263152,32263154,2,60,0.0516,False,noncoding,ngmlr
read_765_start46675198_len10000,46675198,46675201,3,60,0.0518,False,noncoding,ngmlr
read_766_start25059018_len10000,25059018,25059025,7,60,0.0542,False,noncoding,ngmlr
read_767_start19819584_len10000,19819584,19819585,1,60,0.0489,False,noncoding,ngmlr
read_771_start24786667_len10000,24786667,24786673,6,60,0.0566,False,noncoding,ngmlr
read_772_start48110675_len10000,48110675,48110676,1,60,0.052,False,noncoding,ngmlr
read_773_start21700359_len10000,21700359,21700360,1,60,0.0478,False,noncoding,ngmlr
read_774_start29020950_len10000,29020950,29020955,5,60,0.0483,False,noncoding,ngmlr
read_775_start24879847_len10000,24879847,24879848,1,60,0.0535,False,noncoding,ngmlr
read_776_start23290047_len10000,23290047,23290049,2,60,0.0528,False,noncoding,ngmlr
read_777_start21855199_len10000,21855199,21855201,2,60,0.0498,False,noncoding,ngmlr
read_778_start32656199_len10000,32656199,32656205,6,60,0.05,False,noncoding,ngmlr
read_779_start13378388_len10000,13378388,13378392,4,7,0.0498,False,noncoding,ngmlr
read_780_start41146725_len10000,41146725,41146726,1,60,0.0509,False,noncoding,ngmlr
read_781_start36585132_len10000,36585132,36585137,5,60,0.053,False,noncoding,ngmlr
read_782_start44805907_len10000,44805907,44805908,1,60,0.0515,False,noncoding,ngmlr
read_783_start45585992_len10000,45585992,45586001,9,60,0.0514,False,noncoding,ngmlr
read_784_start44550879_len10000,44550879,44550884,5,60,0.0462,False,noncoding,ngmlr
read_785_start33208870_len10000,33208870,33208871,1,60,0.053,False,noncoding,ngmlr
read_786_start16327578_len10000,16327578,16327585,7,60,0.0492,False,noncoding,ngmlr
read_787_start45085557_len10000,45085557,45085558,1,60,0.0522,False,noncoding,ngmlr
read_789_start41266185_len10000,41266185,41266193,8,60,0.0509,False,noncoding,ngmlr
read_790_start42428706_len10000,42428706,42428707,1,60,0.0476,False,noncoding,ngmlr
read_791_start17207692_len10000,17207692,17207697,5,60,0.0523,False,noncoding,ngmlr
read_792_start11043516_len10000,11043516,11043521,5,60,0.0492,False,noncoding,ngmlr
read_793_start19017131_len10000,19017131,19017137,6,41,0.0513,False,noncoding,ngmlr
read_796_start36614803_len10000,36614803,36614804,1,60,0.0496,False,noncoding,ngmlr
read_797_start19103535_len10000,19103535,19103537,2,60,0.0526,False,noncoding,ngmlr
read_798_start26054398_len10000,26054398,26054401,3,60,0.0516,False,noncoding,ngmlr
read_799_start43990244_len10000,43990244,43990247,3,60,0.0495,False,noncoding,ngmlr
read_800_start25242880_len10000,25242880,25242881,1,53,0.0508,False,noncoding,ngmlr
read_802_start48240628_len10000,48240628,48240629,1,60,0.051,False,noncoding,ngmlr
read_803_start22460212_len10000,22460212,22460213,1,60,0.0512,False,noncoding,ngmlr
read_804_start23353972_len10000,23353972,23353973,1,60,0.0494,False,noncoding,ngmlr
read_805_start35567378_len10000,35567378,35567379,1,60,0.0477,False,noncoding,ngmlr
read_806_start12613352_len10000,12613352,12613361,9,58,0.046,False,noncoding,ngmlr
read_807_start25340921_len10000,25340921,25340929,8,54,0.0521,False,noncoding,ngmlr
read_808_start42744598_len10000,42744598,42744599,1,55,0.0516,False,noncoding,ngmlr
read_809_start42489343_len10000,42489343,42489345,2,57,0.0485,False,noncoding,ngmlr
read_812_start32722547_len10000,32722547,32722548,1,60,0.0566,False,noncoding,ngmlr
read_814_start43621545_len10000,43621545,43621553,8,60,0.0533,False,noncoding,ngmlr
read_815_start31487017_len10000,31487017,31487025,8,60,0.0521,False,noncoding,ngmlr
read_816_start41722735_len10000,41722735,41722737,2,60,0.0451,False,noncoding,ngmlr
read_817_start46030701_len10000,46030701,46030706,5,60,0.0499,False,noncoding,ngmlr
read_818_start15263201_len10000,15263201,15263205,4,56,0.0495,False,noncoding,ngmlr
read_819_start24972215_len10000,24972215,24972217,2,60,0.0504,False,noncoding,ngmlr
read_820_start25885938_len10000,25885938,25885939,1,60,0.0479,False,noncoding,ngmlr
read_821_start48595969_len10000,48595969,48595970,1,60,0.0537,False,noncoding,ngmlr
